order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
32557,6537,2026-07-24,422,4,31.87,127.48,Completed,2026-07-25
32558,9266,2025-08-02,248,1,245.19,245.19,Completed,2025-08-05
32559,4191,2023-05-09,274,1,58.45,58.45,Completed,2023-05-10
32560,2482,2026-07-23,205,5,131.23,656.15,Pending,
32561,6682,2026-01-16,32,5,264.29,1321.45,Pending,
32562,3833,2023-11-23,495,1,206.83,206.83,Cancelled,
32563,1227,2026-03-03,269,3,409.51,1228.53,Completed,2026-03-05
32564,6997,2024-01-31,99,4,361.97,1447.88,Completed,2024-02-02
32565,7888,2026-06-11,2,4,240.72,962.88,Cancelled,
32566,417,2024-08-28,125,2,92.86,185.72,Completed,2024-08-31
32567,4011,2025-10-19,8,5,160.88,804.40,Completed,2025-10-22
32568,6163,2024-03-31,163,2,420.72,841.44,Completed,2024-04-01
32569,7501,2021-10-29,418,4,367.18,1468.72,Completed,2021-10-30
32570,5365,2025-09-03,21,4,277.04,1108.16,Completed,2025-09-05
32571,5975,2026-08-12,65,1,58.19,58.19,Completed,2026-08-15
32572,6130,2024-05-13,61,2,290.32,580.64,Pending,
32573,8461,2024-04-08,92,2,181.75,363.50,Pending,
32574,7090,2026-01-30,213,4,56.98,227.92,Completed,2026-01-31
32575,7046,2026-05-24,465,4,211.86,847.44,Completed,2026-05-24
32576,9601,2023-03-10,105,4,80.45,321.80,Cancelled,
32577,9533,2025-08-21,106,1,252.78,252.78,Completed,2025-08-21
32578,6112,2023-12-18,67,4,146.41,585.64,Completed,2023-12-18
32579,5567,2025-07-17,175,3,87.99,263.97,Completed,2025-07-17
32580,4026,2024-11-11,266,1,80.30,80.30,Completed,2024-11-12
32581,6424,2026-06-29,188,2,196.97,393.94,Pending,
32582,2298,2025-11-11,142,4,98.00,392.00,Completed,2025-11-11
32583,2738,2026-06-08,175,3,94.96,284.88,Completed,2026-06-09
32584,2474,2025-06-18,388,3,121.45,364.35,Completed,2025-06-20
32585,9266,2024-10-12,268,5,74.82,374.10,Cancelled,
32586,6615,2024-05-09,232,4,252.74,1010.96,Completed,2024-05-11
32587,9814,2025-01-09,327,4,129.31,517.24,Completed,2025-01-11
32588,720,2026-06-16,72,3,415.35,1246.05,Cancelled,
32589,1060,2026-03-30,381,4,504.35,2017.40,Completed,2026-03-31
32590,814,2025-09-24,421,3,68.25,204.75,Pending,
32591,2756,2025-04-17,183,4,305.63,1222.52,Completed,2025-04-19
32592,8114,2026-07-29,271,1,249.55,249.55,Cancelled,
32593,2091,2026-01-05,73,1,372.12,372.12,Completed,2026-01-06
32594,6330,2023-08-26,483,2,253.04,506.08,Cancelled,
32595,5166,2025-06-23,227,2,53.85,107.70,Cancelled,
32596,8361,2023-03-20,242,1,167.31,167.31,Completed,2023-03-21
32597,5316,2023-03-08,232,1,253.66,253.66,Completed,2023-03-09
32598,2258,2025-07-15,10,1,377.50,377.50,Completed,2025-07-16
32599,3267,2024-01-01,475,3,384.70,1154.10,Pending,
32600,4376,2025-05-06,261,4,307.65,1230.60,Completed,2025-05-06
32601,9074,2025-07-12,394,1,409.26,409.26,Completed,2025-07-14
32602,701,2026-07-07,60,2,252.08,504.16,Pending,
32603,872,2025-10-28,91,2,313.21,626.42,Completed,2025-10-30
32604,1297,2026-01-01,279,1,148.11,148.11,Completed,2026-01-03
32605,1878,2025-08-23,389,1,388.36,388.36,Completed,2025-08-25
32606,9884,2025-01-11,74,1,101.02,101.02,Pending,
32607,4460,2026-07-19,446,4,121.99,487.96,Pending,
32608,3084,2023-01-17,24,5,192.15,960.75,Cancelled,
32609,3414,2025-05-08,79,3,249.35,748.05,Completed,2025-05-10
32610,2141,2026-08-08,14,5,300.17,1500.85,Cancelled,
32611,910,2021-04-06,221,2,252.92,505.84,Completed,2021-04-06
32612,4864,2025-04-15,405,4,297.93,1191.72,Completed,2025-04-18
32613,5421,2024-04-09,84,5,27.21,136.05,Pending,
32614,9553,2025-05-22,356,5,325.50,1627.50,Completed,2025-05-23
32615,4181,2026-05-04,383,3,290.69,872.07,Completed,2026-05-06
32616,6436,2025-08-15,64,3,150.57,451.71,Completed,2025-08-15
32617,7466,2025-06-22,213,2,56.67,113.34,Completed,2025-06-24
32618,9685,2021-05-31,430,2,62.72,125.44,Completed,2021-06-02
32619,276,2025-07-07,455,3,53.21,159.63,Completed,2025-07-08
32620,1175,2026-08-07,331,5,105.36,526.80,Completed,2026-08-10
32621,1019,2025-10-30,74,2,94.25,188.50,Completed,2025-11-01
32622,5473,2025-11-20,100,2,249.07,498.14,Completed,2025-11-23
32623,5771,2025-12-24,265,4,67.04,268.16,Cancelled,
32624,4294,2024-08-15,332,5,20.69,103.45,Pending,
32625,5366,2024-06-09,243,5,309.25,1546.25,Completed,2024-06-09
32626,4321,2025-03-14,321,5,328.88,1644.40,Completed,2025-03-15
32627,791,2026-03-25,187,4,249.47,997.88,Completed,2026-03-28
32628,2785,2025-01-29,27,3,162.74,488.22,Completed,2025-01-29
32629,7311,2026-05-23,83,4,87.71,350.84,Completed,2026-05-25
32630,1507,2025-12-18,112,4,204.99,819.96,Completed,2025-12-18
32631,1397,2025-04-13,361,5,331.53,1657.65,Completed,2025-04-14
32632,4240,2024-10-12,455,4,53.70,214.80,Completed,2024-10-15
32633,530,2026-04-13,466,2,218.89,437.78,Completed,2026-04-15
32634,2140,2023-03-31,391,3,154.26,462.78,Cancelled,
32635,573,2025-02-28,98,2,420.44,840.88,Completed,2025-03-03
32636,2680,2025-08-07,268,2,76.94,153.88,Completed,2025-08-09
32637,891,2026-02-05,132,3,153.06,459.18,Completed,2026-02-05
32638,7551,2024-06-26,246,2,98.89,197.78,Completed,2024-06-29
32639,6715,2024-01-15,330,5,161.36,806.80,Completed,2024-01-15
32640,9139,2025-07-08,156,2,190.36,380.72,Pending,
32641,9822,2025-07-20,450,1,117.73,117.73,Completed,2025-07-23
32642,8677,2021-07-30,401,5,97.28,486.40,Completed,2021-07-31
32643,4323,2025-05-05,163,5,415.56,2077.80,Completed,2025-05-07
32644,6442,2024-08-07,246,3,97.34,292.02,Completed,2024-08-09
32645,4080,2025-07-30,203,4,33.09,132.36,Completed,2025-07-30
32646,3151,2024-02-27,342,2,68.72,137.44,Completed,2024-02-29
32647,8688,2026-05-12,165,2,115.97,231.94,Completed,2026-05-13
32648,6013,2025-02-19,114,3,282.81,848.43,Completed,2025-02-22
32649,8440,2025-05-27,133,4,57.58,230.32,Completed,2025-05-27
32650,7164,2024-05-17,153,2,388.86,777.72,Completed,2024-05-18
32651,9645,2022-04-08,477,2,124.20,248.40,Completed,2022-04-08
32652,8806,2023-08-22,48,1,330.66,330.66,Completed,2023-08-23
32653,5350,2023-07-29,217,3,120.26,360.78,Completed,2023-07-31
32654,9591,2026-08-04,99,5,372.54,1862.70,Completed,2026-08-06
32655,726,2024-10-20,268,1,80.04,80.04,Pending,
32656,1449,2025-10-11,463,1,253.20,253.20,Completed,2025-10-14
32657,5369,2024-05-22,138,5,38.68,193.40,Cancelled,
32658,7413,2024-08-02,295,5,389.81,1949.05,Completed,2024-08-02
32659,3417,2025-12-01,482,1,101.56,101.56,Completed,2025-12-01
32660,1545,2025-03-19,359,4,252.12,1008.48,Completed,2025-03-21
32661,4705,2026-06-26,485,5,259.57,1297.85,Completed,2026-06-26
32662,8508,2024-12-08,414,3,243.18,729.54,Pending,
32663,2125,2026-02-03,439,5,201.49,1007.45,Completed,2026-02-04
32664,6009,2026-06-18,60,4,258.51,1034.04,Completed,2026-06-20
32665,2907,2026-06-27,351,1,282.35,282.35,Completed,2026-06-28
32666,8912,2025-10-01,377,2,48.53,97.06,Completed,2025-10-03
32667,1848,2026-06-02,101,3,75.84,227.52,Completed,2026-06-02
32668,4667,2026-08-15,336,5,104.75,523.75,Pending,
32669,4162,2026-01-25,396,5,230.29,1151.45,Completed,2026-01-25
32670,2439,2024-05-20,150,5,135.90,679.50,Completed,2024-05-23
32671,1006,2025-02-05,209,5,440.65,2203.25,Completed,2025-02-08
32672,7335,2021-06-28,477,3,123.38,370.14,Completed,2021-06-28
32673,4455,2025-07-09,262,2,44.51,89.02,Completed,2025-07-11
32674,9742,2023-07-17,307,1,293.46,293.46,Cancelled,
32675,9273,2026-08-14,83,4,86.29,345.16,Completed,2026-08-15
32676,7500,2026-07-17,39,2,129.34,258.68,Pending,
32677,8812,2021-05-08,230,2,169.88,339.76,Pending,
32678,2220,2026-07-02,18,4,25.83,103.32,Completed,2026-07-02
32679,3160,2026-05-15,236,1,175.81,175.81,Completed,2026-05-18
32680,8888,2025-04-26,213,5,53.38,266.90,Completed,2025-04-29
32681,686,2025-09-18,345,5,362.01,1810.05,Completed,2025-09-20
32682,4216,2024-05-17,152,2,289.34,578.68,Completed,2024-05-19
32683,5931,2023-06-28,239,5,40.83,204.15,Completed,2023-06-30
32684,3698,2026-07-11,302,4,37.50,150.00,Completed,2026-07-13
32685,3647,2026-04-26,2,1,233.35,233.35,Completed,2026-04-29
32686,22,2025-07-12,306,2,63.74,127.48,Completed,2025-07-12
32687,9748,2026-04-11,117,3,198.79,596.37,Pending,
32688,1510,2025-11-10,106,4,266.95,1067.80,Pending,
32689,2813,2025-10-31,13,4,115.87,463.48,Completed,2025-11-02
32690,5747,2026-04-03,110,1,113.77,113.77,Pending,
32691,4446,2025-10-11,265,4,65.80,263.20,Pending,
32692,6465,2025-12-13,247,3,416.72,1250.16,Pending,
32693,576,2020-09-07,58,2,40.03,80.06,Pending,
32694,127,2026-01-10,445,1,130.90,130.90,Cancelled,
32695,9025,2025-11-25,360,1,358.95,358.95,Cancelled,
32696,2005,2024-10-14,308,1,302.08,302.08,Completed,2024-10-17
32697,1390,2023-07-15,347,5,212.17,1060.85,Completed,2023-07-16
32698,5232,2024-03-05,420,3,82.22,246.66,Completed,2024-03-07
32699,1821,2023-06-03,238,4,313.55,1254.20,Cancelled,
32700,4793,2023-08-27,248,3,245.82,737.46,Completed,2023-08-29
32701,5101,2026-07-27,187,5,255.26,1276.30,Completed,2026-07-28
32702,3225,2024-03-07,340,3,419.02,1257.06,Completed,2024-03-09
32703,7886,2024-08-01,261,1,325.06,325.06,Completed,2024-08-02
32704,9943,2026-08-15,368,5,387.17,1935.85,Completed,2026-08-15
32705,9339,2026-03-12,315,4,309.03,1236.12,Completed,2026-03-12
32706,9793,2026-06-28,374,1,15.20,15.20,Completed,2026-06-28
32707,9642,2024-03-07,280,3,222.76,668.28,Completed,2024-03-08
32708,6596,2022-05-03,25,4,6.63,26.52,Pending,
32709,7031,2026-08-05,107,2,91.42,182.84,Completed,2026-08-06
32710,9878,2026-07-13,330,5,156.62,783.10,Completed,2026-07-14
32711,5642,2021-12-13,100,2,250.56,501.12,Cancelled,
32712,2634,2025-04-01,12,3,24.12,72.36,Completed,2025-04-03
32713,7978,2025-07-15,334,3,355.23,1065.69,Completed,2025-07-16
32714,6237,2021-09-09,403,3,238.27,714.81,Completed,2021-09-12
32715,6539,2025-06-07,57,4,193.46,773.84,Completed,2025-06-08
32716,9284,2024-05-29,107,5,88.20,441.00,Pending,
32717,4430,2024-10-24,481,3,187.21,561.63,Completed,2024-10-25
32718,5302,2022-06-20,7,4,43.70,174.80,Completed,2022-06-21
32719,2384,2021-03-07,391,4,159.24,636.96,Pending,
32720,3279,2026-08-13,155,2,73.14,146.28,Completed,2026-08-14
32721,6177,2025-11-12,346,5,29.34,146.70,Completed,2025-11-15
32722,7419,2023-01-11,6,2,213.31,426.62,Completed,2023-01-14
32723,5244,2025-12-11,304,3,356.16,1068.48,Pending,
32724,693,2023-04-27,125,5,90.03,450.15,Completed,2023-04-28
32725,3744,2023-01-11,24,4,180.42,721.68,Completed,2023-01-12
32726,7484,2021-09-18,35,5,349.83,1749.15,Completed,2021-09-18
32727,578,2025-09-29,222,3,28.97,86.91,Completed,2025-09-30
32728,8592,2026-03-18,138,4,40.01,160.04,Completed,2026-03-20
32729,5063,2024-02-23,195,2,163.30,326.60,Completed,2024-02-25
32730,3703,2025-03-15,60,4,252.93,1011.72,Completed,2025-03-18
32731,9049,2023-04-13,40,1,197.70,197.70,Completed,2023-04-16
32732,2691,2025-07-30,351,5,277.47,1387.35,Pending,
32733,9428,2025-12-26,442,5,292.83,1464.15,Completed,2025-12-27
32734,3665,2024-05-02,18,2,26.38,52.76,Completed,2024-05-02
32735,1615,2026-05-31,104,4,42.66,170.64,Completed,2026-06-01
32736,1028,2025-11-13,238,2,308.15,616.30,Completed,2025-11-14
32737,4375,2023-03-04,329,1,269.50,269.50,Completed,2023-03-04
32738,7772,2025-03-17,399,4,149.79,599.16,Cancelled,
32739,1136,2022-06-29,45,1,50.66,50.66,Completed,2022-06-30
32740,7685,2024-05-14,110,1,117.59,117.59,Pending,
32741,9762,2026-03-13,165,3,120.69,362.07,Pending,
32742,6850,2026-07-16,482,5,99.11,495.55,Completed,2026-07-18
32743,4918,2025-03-06,8,5,150.19,750.95,Completed,2025-03-06
32744,7026,2022-10-02,292,3,221.87,665.61,Completed,2022-10-05
32745,8264,2026-04-27,162,2,266.81,533.62,Completed,2026-04-28
32746,6188,2026-04-04,181,5,241.31,1206.55,Completed,2026-04-07
32747,6443,2026-03-25,476,4,231.04,924.16,Completed,2026-03-26
32748,1335,2023-09-14,354,2,97.56,195.12,Completed,2023-09-15
32749,2587,2026-06-29,377,1,49.33,49.33,Completed,2026-06-30
32750,8758,2026-04-12,190,3,47.66,142.98,Completed,2026-04-13
32751,6323,2026-07-09,138,1,39.12,39.12,Completed,2026-07-10
32752,36,2026-04-05,437,1,227.87,227.87,Completed,2026-04-07
32753,6464,2024-06-04,447,5,104.18,520.90,Completed,2024-06-07
32754,2618,2026-06-08,175,2,86.83,173.66,Pending,
32755,9508,2026-08-12,130,1,86.78,86.78,Pending,
32756,690,2026-07-31,244,4,75.58,302.32,Completed,2026-08-03
32757,9261,2025-06-14,248,5,234.89,1174.45,Completed,2025-06-14
32758,1590,2024-06-09,279,5,149.43,747.15,Completed,2024-06-11
32759,1370,2025-07-13,90,4,107.64,430.56,Completed,2025-07-16
32760,4978,2026-01-21,181,5,251.92,1259.60,Pending,
32761,7076,2022-02-23,39,4,132.39,529.56,Completed,2022-02-24
32762,3674,2026-08-13,16,5,67.22,336.10,Pending,
32763,993,2023-09-09,181,5,255.67,1278.35,Completed,2023-09-10
32764,2329,2024-08-17,500,2,136.81,273.62,Pending,
32765,6906,2026-06-06,22,2,208.31,416.62,Completed,2026-06-06
32766,9383,2025-11-24,143,4,388.64,1554.56,Completed,2025-11-24
32767,1955,2024-08-23,184,1,133.99,133.99,Pending,
32768,6901,2025-06-01,246,2,98.90,197.80,Cancelled,
32769,3572,2023-09-24,282,4,36.32,145.28,Completed,2023-09-25
32770,5512,2025-10-12,481,1,184.67,184.67,Completed,2025-10-12
32771,5573,2025-05-29,492,1,108.39,108.39,Completed,2025-06-01
32772,4581,2025-11-23,158,1,30.72,30.72,Completed,2025-11-25
32773,6796,2023-07-18,456,4,192.85,771.40,Completed,2023-07-18
32774,1093,2025-12-23,166,5,145.55,727.75,Pending,
32775,3227,2021-10-02,293,5,49.11,245.55,Pending,
32776,6486,2021-12-22,193,2,198.68,397.36,Cancelled,
32777,7825,2023-08-05,161,5,184.70,923.50,Completed,2023-08-07
32778,1452,2025-02-14,223,4,207.23,828.92,Cancelled,
32779,8749,2026-08-08,182,1,116.13,116.13,Completed,2026-08-10
32780,2938,2022-12-28,140,3,75.78,227.34,Completed,2022-12-30
32781,8286,2026-05-03,213,4,56.25,225.00,Completed,2026-05-03
32782,6208,2024-09-09,120,5,125.32,626.60,Completed,2024-09-09
32783,6869,2024-03-27,149,5,163.57,817.85,Cancelled,
32784,966,2023-01-01,232,4,254.62,1018.48,Completed,2023-01-04
32785,9616,2026-04-07,184,2,123.73,247.46,Completed,2026-04-08
32786,641,2026-01-11,11,3,68.72,206.16,Completed,2026-01-13
32787,7318,2024-05-03,447,1,106.37,106.37,Completed,2024-05-03
32788,5272,2024-08-02,271,3,258.48,775.44,Cancelled,
32789,1958,2025-06-14,3,3,162.14,486.42,Cancelled,
32790,637,2023-07-11,189,1,197.42,197.42,Completed,2023-07-14
32791,9832,2024-07-30,55,3,165.75,497.25,Completed,2024-08-01
32792,4459,2025-08-31,366,3,143.60,430.80,Completed,2025-09-02
32793,7874,2022-12-11,148,1,305.74,305.74,Cancelled,
32794,5034,2025-08-23,268,3,76.25,228.75,Completed,2025-08-25
32795,382,2022-10-17,233,2,229.51,459.02,Completed,2022-10-18
32796,4991,2022-05-27,368,1,382.87,382.87,Cancelled,
32797,3110,2023-08-02,448,2,14.89,29.78,Completed,2023-08-02
32798,2113,2026-02-10,134,2,268.17,536.34,Completed,2026-02-11
32799,6963,2026-08-04,166,5,139.38,696.90,Completed,2026-08-06
32800,5322,2024-02-05,185,4,343.09,1372.36,Pending,
32801,4885,2025-09-26,397,5,185.03,925.15,Completed,2025-09-28
32802,551,2022-05-20,412,1,50.58,50.58,Completed,2022-05-21
32803,7076,2024-01-13,70,5,293.57,1467.85,Completed,2024-01-15
32804,1210,2022-09-12,144,2,139.71,279.42,Completed,2022-09-13
32805,9179,2023-08-26,249,1,424.36,424.36,Completed,2023-08-29
32806,422,2024-12-16,253,4,42.10,168.40,Completed,2024-12-17
32807,8311,2023-06-21,130,3,89.33,267.99,Completed,2023-06-21
32808,9143,2026-02-10,80,3,148.11,444.33,Completed,2026-02-12
32809,5373,2021-09-29,351,5,293.09,1465.45,Completed,2021-09-29
32810,1570,2023-10-21,235,4,112.53,450.12,Pending,
32811,3285,2023-11-03,457,3,171.66,514.98,Cancelled,
32812,4542,2026-02-21,220,2,321.77,643.54,Completed,2026-02-24
32813,3416,2025-02-20,337,4,240.96,963.84,Completed,2025-02-23
32814,4108,2023-12-18,249,2,411.76,823.52,Completed,2023-12-18
32815,4596,2026-05-03,313,1,235.44,235.44,Pending,
32816,6030,2025-07-13,440,3,61.20,183.60,Completed,2025-07-15
32817,2283,2021-06-14,467,5,148.10,740.50,Cancelled,
32818,8915,2023-01-18,209,1,424.70,424.70,Completed,2023-01-18
32819,815,2026-05-19,292,4,226.68,906.72,Completed,2026-05-20
32820,5077,2026-06-30,221,4,252.80,1011.20,Completed,2026-07-03
32821,3393,2025-09-23,452,4,65.50,262.00,Completed,2025-09-23
32822,6518,2025-11-17,265,5,62.71,313.55,Completed,2025-11-20
32823,7230,2026-05-13,250,3,41.64,124.92,Cancelled,
32824,6746,2023-07-02,352,1,16.69,16.69,Cancelled,
32825,6746,2025-04-01,18,5,26.11,130.55,Cancelled,
32826,7377,2024-05-09,313,2,243.14,486.28,Completed,2024-05-12
32827,1419,2025-07-23,329,1,284.27,284.27,Cancelled,
32828,7712,2024-11-28,487,4,257.01,1028.04,Completed,2024-11-30
32829,4820,2026-05-15,495,2,216.82,433.64,Pending,
32830,9294,2025-06-19,457,3,173.58,520.74,Completed,2025-06-22
32831,9623,2024-02-21,186,2,160.71,321.42,Completed,2024-02-21
32832,2176,2024-11-01,458,4,316.94,1267.76,Completed,2024-11-01
32833,8158,2024-11-19,324,3,201.40,604.20,Completed,2024-11-19
32834,8072,2021-04-15,366,3,145.66,436.98,Completed,2021-04-16
32835,8691,2023-04-23,436,4,116.03,464.12,Completed,2023-04-25
32836,4472,2025-07-18,40,3,209.83,629.49,Cancelled,
32837,3390,2026-07-15,481,4,192.56,770.24,Completed,2026-07-17
32838,6918,2021-08-21,255,4,376.32,1505.28,Pending,
32839,2534,2023-08-06,131,1,259.02,259.02,Completed,2023-08-08
32840,5060,2025-03-05,71,3,245.13,735.39,Completed,2025-03-07
32841,5634,2022-01-18,146,5,94.27,471.35,Completed,2022-01-18
32842,2194,2025-04-12,13,1,119.10,119.10,Completed,2025-04-12
32843,472,2026-06-14,99,2,361.19,722.38,Completed,2026-06-14
32844,5752,2023-03-31,37,5,118.56,592.80,Completed,2023-04-01
32845,4062,2021-03-01,102,2,61.67,123.34,Completed,2021-03-03
32846,4892,2024-08-03,78,5,316.13,1580.65,Pending,
32847,6421,2021-06-13,469,4,98.28,393.12,Cancelled,
32848,4204,2023-08-24,485,1,269.89,269.89,Completed,2023-08-27
32849,9096,2026-08-04,137,4,152.38,609.52,Pending,
32850,7452,2023-09-16,208,1,379.12,379.12,Pending,
32851,6064,2026-02-26,373,5,220.03,1100.15,Completed,2026-02-26
32852,9327,2026-04-22,13,4,116.40,465.60,Pending,
32853,9562,2026-03-21,59,1,82.44,82.44,Completed,2026-03-23
32854,8117,2023-02-20,350,3,333.56,1000.68,Pending,
32855,3842,2021-10-13,412,5,48.80,244.00,Pending,
32856,4338,2025-05-01,407,2,306.20,612.40,Completed,2025-05-03
32857,1571,2026-05-28,121,4,69.29,277.16,Completed,2026-05-29
32858,4926,2026-07-14,345,1,362.89,362.89,Completed,2026-07-16
32859,254,2024-03-21,44,3,316.39,949.17,Cancelled,
32860,8965,2026-01-26,427,2,86.39,172.78,Pending,
32861,6687,2022-12-02,247,1,430.76,430.76,Pending,
32862,710,2026-05-07,260,1,124.10,124.10,Cancelled,
32863,3351,2024-02-06,93,2,59.78,119.56,Cancelled,
32864,9716,2025-12-28,185,4,330.23,1320.92,Completed,2025-12-29
32865,5587,2025-12-14,446,5,123.83,619.15,Pending,
32866,9443,2026-05-13,98,3,425.06,1275.18,Completed,2026-05-15
32867,4424,2026-03-05,158,2,32.42,64.84,Completed,2026-03-05
32868,1311,2024-07-10,136,5,470.35,2351.75,Completed,2024-07-13
32869,7604,2024-08-01,264,3,231.03,693.09,Completed,2024-08-02
32870,2438,2024-08-14,325,1,214.81,214.81,Completed,2024-08-17
32871,7577,2024-08-24,96,5,130.30,651.50,Completed,2024-08-24
32872,3432,2023-10-05,69,1,62.91,62.91,Completed,2023-10-05
32873,6050,2025-11-02,213,3,54.46,163.38,Pending,
32874,7790,2026-07-18,388,3,124.67,374.01,Completed,2026-07-18
32875,7839,2026-01-13,207,3,44.60,133.80,Completed,2026-01-13
32876,3552,2025-02-02,173,3,164.09,492.27,Pending,
32877,229,2024-05-26,344,1,156.89,156.89,Completed,2024-05-29
32878,5841,2025-08-07,266,2,77.60,155.20,Completed,2025-08-07
32879,7610,2024-03-13,191,3,48.12,144.36,Completed,2024-03-15
32880,7066,2024-11-10,454,5,75.13,375.65,Completed,2024-11-10
32881,4056,2024-07-13,234,1,85.94,85.94,Completed,2024-07-15
32882,7410,2024-12-26,236,2,174.72,349.44,Completed,2024-12-26
32883,987,2025-05-01,220,3,319.68,959.04,Cancelled,
32884,4234,2024-10-22,21,2,266.01,532.02,Completed,2024-10-25
32885,8108,2026-08-08,13,5,118.26,591.30,Completed,2026-08-10
32886,2281,2023-08-30,111,1,121.60,121.60,Completed,2023-08-30
32887,485,2026-02-20,338,2,14.55,29.10,Cancelled,
32888,6763,2026-06-28,107,1,88.22,88.22,Completed,2026-06-30
32889,9251,2021-10-12,331,1,104.95,104.95,Completed,2021-10-12
32890,5554,2026-06-26,371,3,179.12,537.36,Completed,2026-06-29
32891,9357,2026-01-13,116,1,131.75,131.75,Completed,2026-01-16
32892,5288,2024-02-04,441,4,226.75,907.00,Pending,
32893,1934,2025-11-13,363,3,227.66,682.98,Cancelled,
32894,5843,2023-06-18,292,1,223.11,223.11,Pending,
32895,4744,2021-09-10,364,1,276.39,276.39,Completed,2021-09-11
32896,9820,2025-12-17,499,1,76.72,76.72,Cancelled,
32897,4904,2025-12-12,144,1,138.53,138.53,Completed,2025-12-15
32898,294,2023-12-24,483,3,258.33,774.99,Completed,2023-12-27
32899,653,2026-01-01,120,2,123.29,246.58,Completed,2026-01-03
32900,6865,2024-11-11,482,5,98.01,490.05,Completed,2024-11-12
32901,396,2025-03-15,59,3,85.06,255.18,Completed,2025-03-17
32902,470,2025-02-10,3,3,161.74,485.22,Completed,2025-02-10
32903,7669,2025-11-15,492,5,106.59,532.95,Cancelled,
32904,4800,2023-03-27,166,4,139.89,559.56,Cancelled,
32905,2179,2025-05-31,88,3,56.50,169.50,Completed,2025-05-31
32906,2060,2025-07-22,213,5,55.37,276.85,Completed,2025-07-22
32907,3152,2022-08-04,4,4,15.81,63.24,Completed,2022-08-04
32908,2898,2025-11-07,80,2,141.94,283.88,Completed,2025-11-07
32909,4431,2025-12-19,432,2,354.67,709.34,Completed,2025-12-19
32910,5013,2026-05-06,439,4,199.61,798.44,Completed,2026-05-06
32911,5628,2025-06-03,244,1,74.84,74.84,Pending,
32912,910,2023-06-30,338,4,13.58,54.32,Completed,2023-07-03
32913,4560,2025-09-07,486,1,120.16,120.16,Completed,2025-09-08
32914,6341,2021-09-02,128,3,400.63,1201.89,Completed,2021-09-05
32915,4978,2025-12-01,202,5,141.10,705.50,Completed,2025-12-03
32916,676,2026-06-27,313,3,253.44,760.32,Completed,2026-06-27
32917,3153,2026-03-29,256,5,234.89,1174.45,Pending,
32918,1418,2025-01-28,403,2,233.59,467.18,Completed,2025-01-28
32919,9152,2020-11-23,155,2,68.90,137.80,Completed,2020-11-25
32920,3391,2023-06-09,10,3,360.18,1080.54,Completed,2023-06-09
32921,4248,2023-07-16,461,2,234.02,468.04,Completed,2023-07-18
32922,6721,2025-10-05,51,1,27.92,27.92,Completed,2025-10-05
32923,6195,2026-08-13,394,5,399.33,1996.65,Completed,2026-08-14
32924,8372,2021-09-13,259,4,77.14,308.56,Completed,2021-09-15
32925,6743,2026-07-29,47,2,281.37,562.74,Pending,
32926,722,2024-04-16,479,5,112.88,564.40,Completed,2024-04-18
32927,6933,2026-08-05,369,4,170.94,683.76,Completed,2026-08-08
32928,9689,2022-03-27,18,3,27.68,83.04,Pending,
32929,2414,2023-08-24,90,2,117.29,234.58,Completed,2023-08-27
32930,37,2024-11-19,481,1,182.28,182.28,Cancelled,
32931,9452,2025-05-02,441,4,214.25,857.00,Pending,
32932,8150,2025-08-08,410,1,192.69,192.69,Completed,2025-08-09
32933,302,2025-12-21,328,1,231.74,231.74,Completed,2025-12-23
32934,4363,2024-08-03,408,3,45.14,135.42,Pending,
32935,8972,2026-07-29,403,1,237.58,237.58,Completed,2026-08-01
32936,2037,2026-05-20,156,2,195.88,391.76,Completed,2026-05-22
32937,2923,2021-01-27,52,2,362.22,724.44,Completed,2021-01-30
32938,2659,2026-04-17,399,4,155.46,621.84,Completed,2026-04-20
32939,9969,2026-02-11,452,5,67.68,338.40,Cancelled,
32940,271,2026-08-12,449,1,194.61,194.61,Completed,2026-08-14
32941,1928,2026-04-15,442,2,300.49,600.98,Completed,2026-04-15
32942,1048,2023-01-28,59,1,85.56,85.56,Completed,2023-01-29
32943,2808,2023-02-11,48,3,317.26,951.78,Completed,2023-02-13
32944,6597,2026-05-14,417,2,262.51,525.02,Completed,2026-05-16
32945,558,2025-11-11,382,2,169.03,338.06,Completed,2025-11-14
32946,702,2025-07-30,274,5,62.57,312.85,Completed,2025-08-02
32947,2379,2026-02-08,315,3,295.97,887.91,Completed,2026-02-10
32948,1354,2026-06-18,342,5,67.25,336.25,Completed,2026-06-21
32949,8114,2024-11-07,150,5,144.81,724.05,Completed,2024-11-08
32950,264,2024-03-06,300,4,88.93,355.72,Pending,
32951,1703,2025-01-11,308,5,285.68,1428.40,Pending,
32952,3210,2025-10-17,412,1,48.81,48.81,Completed,2025-10-18
32953,4646,2025-07-25,14,1,315.21,315.21,Completed,2025-07-26
32954,5172,2024-12-14,46,5,354.26,1771.30,Completed,2024-12-16
32955,3101,2026-04-14,411,2,35.53,71.06,Completed,2026-04-15
32956,1276,2024-10-12,220,5,303.92,1519.60,Cancelled,
32957,5834,2026-01-12,86,1,302.30,302.30,Completed,2026-01-14
32958,1061,2023-02-16,473,2,224.04,448.08,Completed,2023-02-19
32959,665,2026-05-28,205,2,133.10,266.20,Pending,
